validation_step,partition,image_index,output_key,identity,prompt,seed,generated_image_count,id_sim,id_sim_legacy_best,id_sim_mask_iou,id_sim_face_count,id_sim_no_face,id_sim_unowned,id_sim_ambiguous
16000,manual_val,0,Reading pa_eddie.png,eddie,"Reading paper man img, park bench, calm face, grey overcoat",0,1,0.5533619523048401,0.04810292646288872,0.8905298398489903,1.0,0.0,0.0,0.0
16000,manual_val,1,Rushing ma_eddie.png,eddie,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0,1,0.6129894256591797,0.13718748092651367,0.829742721812818,2.0,0.0,0.0,0.0
16000,manual_val,2,Skiing man_eddie.png,eddie,"Skiing man img, snowy slope, fearless grin, orange goggles",0,1,0.4355752170085907,0.05167769640684128,0.8936541092364043,1.0,0.0,0.0,0.0
16000,manual_val,3,Drumming m_eddie.png,eddie,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.5611357688903809,0.05960958078503609,0.9573466409302763,1.0,0.0,0.0,0.0
16000,manual_val,4,Kickboxing_eddie.png,eddie,"Kickboxing man img, gym ring, fierce roar face, sweatband",0,1,0.6325570344924927,0.023354744538664818,0.853630089606023,1.0,0.0,0.0,0.0
16000,manual_val,5,Dancing ma_eddie.png,eddie,"Dancing man img, neon club, euphoric face, silver jumpsuit",0,1,0.4143458902835846,0.056505925953388214,0.4513750055533342,1.0,0.0,0.0,0.0
16000,manual_val,6,Angry man _eddie.png,eddie,"Angry man img, traffic jam, scowling face, dark suit",0,1,0.5647485256195068,0.033345308154821396,0.9128469016455765,1.0,0.0,0.0,0.0
16000,manual_val,7,Crying man_eddie.png,eddie,"Crying man img, stormy alley, tearful face, ripped jeans",0,1,0.4785706400871277,0.09983483701944351,0.9395952028707231,1.0,0.0,0.0,0.0
16000,manual_val,8,Laughing m_eddie.png,eddie,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0,1,0.47802233695983887,0.0802827998995781,0.8989650578952761,1.0,0.0,0.0,0.0
16000,manual_val,9,Jumping ma_eddie.png,eddie,"Jumping man img, beach sunset, ecstatic face, blue tank top",0,1,0.31206265091896057,0.016930676996707916,0.9425205566097407,1.0,0.0,0.0,0.0
16000,manual_val,10,Night-ride_eddie.png,eddie,"Night-ride biker man img, neon city, excited face, reflective vest",0,1,0.5701428651809692,0.027954349294304848,0.8381101406696578,1.0,0.0,0.0,0.0
16000,manual_val,11,Chef man i_eddie.png,eddie,"Chef man img, bustling kitchen, proud grin, tall white toque",0,1,0.5421444773674011,0.037529125809669495,0.87947170886978,2.0,0.0,0.0,0.0
16000,manual_val,12,Reading pa_elon.png,elon,"Reading paper man img, park bench, calm face, grey overcoat",0,1,0.6957617402076721,0.6957617402076721,0.969298138912541,1.0,0.0,0.0,0.0
16000,manual_val,13,Rushing ma_elon.png,elon,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0,1,0.7090773582458496,0.7090773582458496,0.9711788007102855,1.0,0.0,0.0,0.0
16000,manual_val,14,Skiing man_elon.png,elon,"Skiing man img, snowy slope, fearless grin, orange goggles",0,1,0.3677661716938019,0.3677661716938019,0.96851285061423,1.0,0.0,0.0,0.0
16000,manual_val,15,Drumming m_elon.png,elon,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.6101775765419006,0.6101775765419006,0.9821428571428571,1.0,0.0,0.0,0.0
16000,manual_val,16,Kickboxing_elon.png,elon,"Kickboxing man img, gym ring, fierce roar face, sweatband",0,1,0.6003161668777466,0.6003161668777466,0.9528051622154508,1.0,0.0,0.0,0.0
16000,manual_val,17,Dancing ma_elon.png,elon,"Dancing man img, neon club, euphoric face, silver jumpsuit",0,1,0.4650954306125641,0.4650954306125641,0.8566810344827587,1.0,0.0,0.0,0.0
16000,manual_val,18,Angry man _elon.png,elon,"Angry man img, traffic jam, scowling face, dark suit",0,1,0.6239182353019714,0.6239182353019714,0.9575310419290984,1.0,0.0,0.0,0.0
16000,manual_val,19,Crying man_elon.png,elon,"Crying man img, stormy alley, tearful face, ripped jeans",0,1,0.556420087814331,0.556420087814331,0.9593369296102576,1.0,0.0,0.0,0.0
16000,manual_val,20,Laughing m_elon.png,elon,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0,1,0.6201661825180054,0.6201661825180054,0.9441776493951977,1.0,0.0,0.0,0.0
16000,manual_val,21,Jumping ma_elon.png,elon,"Jumping man img, beach sunset, ecstatic face, blue tank top",0,1,0.4606519341468811,0.4606519341468811,0.9309933774834437,1.0,0.0,0.0,0.0
16000,manual_val,22,Night-ride_elon.png,elon,"Night-ride biker man img, neon city, excited face, reflective vest",0,1,0.6116392612457275,0.6116392612457275,0.9743237875121881,1.0,0.0,0.0,0.0
16000,manual_val,23,Chef man i_elon.png,elon,"Chef man img, bustling kitchen, proud grin, tall white toque",0,1,0.6398500800132751,0.6398500800132751,0.9146643942967573,2.0,0.0,0.0,0.0
16000,manual_val,24,Reading pa_jennie.png,jennie,"Reading paper woman img, park bench, calm face, grey overcoat",0,1,0.6102743148803711,0.6102743148803711,0.9137083141232519,1.0,0.0,0.0,0.0
16000,manual_val,25,Rushing wo_jennie.png,jennie,"Rushing woman img portrait, subway platform, anxious face, swinging briefcase",0,1,0.6223792433738708,0.6223792433738708,0.9667994687915007,2.0,0.0,0.0,0.0
16000,manual_val,26,Skiing wom_jennie.png,jennie,"Skiing woman img, snowy slope, fearless grin, orange goggles",0,1,0.5694558024406433,0.5694558024406433,0.9576827198066894,1.0,0.0,0.0,0.0
16000,manual_val,27,Drumming w_jennie.png,jennie,"Drumming woman img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.5862972736358643,0.5862972736358643,0.9185522759790155,1.0,0.0,0.0,0.0
16000,manual_val,28,Kickboxing_jennie.png,jennie,"Kickboxing woman img, gym ring, fierce roar face, sweatband",0,1,0.6592920422554016,0.6592920422554016,0.9660092917417276,1.0,0.0,0.0,0.0
16000,manual_val,29,Dancing wo_jennie.png,jennie,"Dancing woman img, neon club, euphoric face, silver jumpsuit",0,1,0.46415436267852783,0.46415436267852783,0.9241071428571429,1.0,0.0,0.0,0.0
16000,manual_val,30,Angry woma_jennie.png,jennie,"Angry woman img, traffic jam, scowling face, dark suit",0,1,0.6821074485778809,0.6821074485778809,0.930778459772913,1.0,0.0,0.0,0.0
16000,manual_val,31,Crying wom_jennie.png,jennie,"Crying woman img, stormy alley, tearful face, ripped jeans",0,1,0.5554883480072021,0.5554883480072021,0.9672866875743484,1.0,0.0,0.0,0.0
16000,manual_val,32,Laughing w_jennie.png,jennie,"Laughing woman img, carnival wheel, carefree laugh, polka-dot shirt",0,1,0.5701114535331726,0.5701114535331726,0.9465577596266045,1.0,0.0,0.0,0.0
16000,manual_val,33,Jumping wo_jennie.png,jennie,"Jumping woman img, beach sunset, ecstatic face, blue tank top",0,1,0.3844250440597534,0.3844250440597534,0.942367601246106,1.0,0.0,0.0,0.0
16000,manual_val,34,Night-ride_jennie.png,jennie,"Night-ride biker woman img, neon city, excited face, reflective vest",0,1,0.6720143556594849,0.6720143556594849,0.9712747805590248,1.0,0.0,0.0,0.0
16000,manual_val,35,Chef woman_jennie.png,jennie,"Chef woman img, bustling kitchen, proud grin, tall white toque",0,1,0.5684040784835815,0.5684040784835815,0.8933047081731489,2.0,0.0,0.0,0.0
16000,manual_val,36,Reading pa_jensen.png,jensen,"Reading paper man img, park bench, calm face, grey overcoat",0,1,0.6107003092765808,0.6107003092765808,0.9210774157091731,1.0,0.0,0.0,0.0
16000,manual_val,37,Rushing ma_jensen.png,jensen,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0,1,0.6203559041023254,0.6203559041023254,0.968614926828017,1.0,0.0,0.0,0.0
16000,manual_val,38,Skiing man_jensen.png,jensen,"Skiing man img, snowy slope, fearless grin, orange goggles",0,1,0.4796978533267975,0.4796978533267975,0.9805069103678027,1.0,0.0,0.0,0.0
16000,manual_val,39,Drumming m_jensen.png,jensen,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.6285060048103333,0.6285060048103333,0.9280226274907126,1.0,0.0,0.0,0.0
16000,manual_val,40,Kickboxing_jensen.png,jensen,"Kickboxing man img, gym ring, fierce roar face, sweatband",0,1,0.49415698647499084,0.49415698647499084,0.9534223449969307,1.0,0.0,0.0,0.0
16000,manual_val,41,Dancing ma_jensen.png,jensen,"Dancing man img, neon club, euphoric face, silver jumpsuit",0,1,0.5282881855964661,0.5282881855964661,0.8418352967701933,1.0,0.0,0.0,0.0
16000,manual_val,42,Angry man _jensen.png,jensen,"Angry man img, traffic jam, scowling face, dark suit",0,1,0.6510359048843384,0.6510359048843384,0.9320388349514563,1.0,0.0,0.0,0.0
16000,manual_val,43,Crying man_jensen.png,jensen,"Crying man img, stormy alley, tearful face, ripped jeans",0,1,0.666396975517273,0.666396975517273,0.9250433275563258,1.0,0.0,0.0,0.0
16000,manual_val,44,Laughing m_jensen.png,jensen,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0,1,0.6076023578643799,0.6076023578643799,0.9694692762317721,1.0,0.0,0.0,0.0
16000,manual_val,45,Jumping ma_jensen.png,jensen,"Jumping man img, beach sunset, ecstatic face, blue tank top",0,1,0.4673408269882202,0.4673408269882202,0.9062010836845273,1.0,0.0,0.0,0.0
16000,manual_val,46,Night-ride_jensen.png,jensen,"Night-ride biker man img, neon city, excited face, reflective vest",0,1,0.45949554443359375,0.45949554443359375,0.9474826388888888,1.0,0.0,0.0,0.0
16000,manual_val,47,Chef man i_jensen.png,jensen,"Chef man img, bustling kitchen, proud grin, tall white toque",0,1,0.5276533961296082,0.5276533961296082,0.8999814321965711,2.0,0.0,0.0,0.0
16000,manual_val,48,Reading pa_jisoo.png,jisoo,"Reading paper woman img, park bench, calm face, grey overcoat",0,1,0.6091276407241821,0.6091276407241821,0.9787726358148894,1.0,0.0,0.0,0.0
16000,manual_val,49,Rushing wo_jisoo.png,jisoo,"Rushing woman img portrait, subway platform, anxious face, swinging briefcase",0,1,0.6457232236862183,0.6457232236862183,0.9220807252320311,2.0,0.0,0.0,0.0
16000,manual_val,50,Skiing wom_jisoo.png,jisoo,"Skiing woman img, snowy slope, fearless grin, orange goggles",0,1,0.5109517574310303,0.5109517574310303,0.9390589846424728,1.0,0.0,0.0,0.0
16000,manual_val,51,Drumming w_jisoo.png,jisoo,"Drumming woman img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.6066951751708984,0.6066951751708984,0.9617808497662127,1.0,0.0,0.0,0.0
16000,manual_val,52,Kickboxing_jisoo.png,jisoo,"Kickboxing woman img, gym ring, fierce roar face, sweatband",0,1,0.6346052885055542,0.6346052885055542,0.9533166951267569,1.0,0.0,0.0,0.0
16000,manual_val,53,Dancing wo_jisoo.png,jisoo,"Dancing woman img, neon club, euphoric face, silver jumpsuit",0,1,0.5088167786598206,0.5088167786598206,0.9232056646282588,1.0,0.0,0.0,0.0
16000,manual_val,54,Angry woma_jisoo.png,jisoo,"Angry woman img, traffic jam, scowling face, dark suit",0,1,0.6374204754829407,0.6374204754829407,0.9364406779661016,1.0,0.0,0.0,0.0
16000,manual_val,55,Crying wom_jisoo.png,jisoo,"Crying woman img, stormy alley, tearful face, ripped jeans",0,1,0.5990285873413086,0.5990285873413086,0.908819336003802,1.0,0.0,0.0,0.0
16000,manual_val,56,Laughing w_jisoo.png,jisoo,"Laughing woman img, carnival wheel, carefree laugh, polka-dot shirt",0,1,0.6029582023620605,0.6029582023620605,0.9589551306086739,1.0,0.0,0.0,0.0
16000,manual_val,57,Jumping wo_jisoo.png,jisoo,"Jumping woman img, beach sunset, ecstatic face, blue tank top",0,1,0.4552856683731079,0.4552856683731079,0.973404255319149,1.0,0.0,0.0,0.0
