run,step,manual_val/id_sim,manual_val/text_sim,manual_val/id_sim_mask_iou,manual_val/id_sim_face_count,manual_val/id_sim_no_face,manual_val/id_sim_unowned,manual_val/id_sim_ambiguous,face_quality/topiq_face_mean,face_quality/topiq_face_p10,face_quality/face_detection_rate
CL33,24000,0.5432068758333722,26.183919270833332,0.925359125421484,1.1041666666666667,0.0,0.0,0.0,0.7104990519583225,0.5821087658405304,1.0
CL34,0,0.46413389981413883,25.888020833333332,0.830452878952863,1.125,0.0,0.0,0.0,0.6751512950286269,0.5900000631809235,1.0
CL34,2000,0.4872505114957069,26.58837890625,0.9102130326833144,1.1041666666666667,0.0,0.0,0.0,0.7071308220426241,0.5698755383491516,1.0
CL34,4000,0.5100489173394939,26.487141927083332,0.9154309205098884,1.125,0.0,0.0,0.0,0.6919694924727082,0.5575922727584839,1.0
CL34,6000,0.5171681372448802,26.611002604166668,0.9205246578876025,1.1354166666666667,0.0,0.0,0.0,0.7155230188121399,0.5770656168460846,1.0
CL34,8000,0.5135026440645257,26.704915364583332,0.9219398179891716,1.1354166666666667,0.0,0.0,0.0,0.7093131743992368,0.5739845633506775,1.0
CL34,10000,0.521615140295277,26.46630859375,0.9206429470024826,1.125,0.0,0.0,0.0,0.7098868498578668,0.5688612461090088,1.0
CL34,12000,0.5180508969351649,26.535807291666668,0.9220175646201563,1.1145833333333333,0.0,0.0,0.0,0.7184860619405905,0.5869203805923462,1.0
CL34,14000,0.5336408008200427,26.433919270833332,0.9250701593014347,1.1145833333333333,0.0,0.0,0.0,0.7147705846776565,0.5848308801651001,1.0
CL34,16000,0.5356316647181908,26.260579427083332,0.9237622747472405,1.1041666666666667,0.0,0.0,0.0,0.7176568160454432,0.5797818899154663,1.0
CL34,18000,0.5388387241400778,26.394205729166668,0.9251975730745908,1.1145833333333333,0.0,0.0,0.0,0.7156811092669765,0.5890949964523315,1.0
CL34,20000,0.5335582508705556,26.309244791666668,0.9248913351137565,1.1145833333333333,0.0,0.0,0.0,0.7149719779069225,0.5883370339870453,1.0
CL34,22000,0.5369489576357106,26.327473958333332,0.9250640624197518,1.1145833333333333,0.0,0.0,0.0,0.7139646358167132,0.5849738419055939,1.0
CL34,24000,0.5377224427647889,26.3408203125,0.9252407186346261,1.1145833333333333,0.0,0.0,0.0,0.7157454891130328,0.5851563811302185,1.0
CL35,0,0.46463953074999154,25.886555989583332,0.8310820912121564,1.125,0.0,0.0,0.0,0.6732196708520254,0.5854183733463287,1.0
CL35,2000,0.4967061992113789,26.246419270833332,0.9144553165724377,1.1145833333333333,0.0,0.0,0.0,0.689789496983091,0.5521934628486633,1.0
CL35,4000,0.5061608498605589,26.59228515625,0.9189906585257454,1.1145833333333333,0.0,0.0,0.0,0.7023060026889046,0.5691511034965515,1.0
CL35,6000,0.5140545026709636,26.350423177083332,0.9235880635103749,1.1145833333333333,0.0,0.0,0.0,0.6974250193064412,0.5629753172397614,1.0
CL35,8000,0.5201822972546021,26.318522135416668,0.9237758824257698,1.125,0.0,0.0,0.0,0.7085836653908094,0.5742878913879395,1.0
CL35,10000,0.520678719971329,26.2509765625,0.9249422006105531,1.125,0.0,0.0,0.0,0.7085450189188123,0.5789119005203247,1.0
CL35,12000,0.5291350490103165,26.264485677083332,0.9272397368154651,1.1145833333333333,0.0,0.0,0.0,0.7147037483130892,0.5741086602210999,1.0
CL35,14000,0.5292715798132122,26.153157552083332,0.9232663429362381,1.09375,0.0,0.0,0.0,0.7135672258834044,0.5899544954299927,1.0
CL35,16000,0.5345197068527341,26.213541666666668,0.9262633906991958,1.1041666666666667,0.0,0.0,0.0,0.7143325858439008,0.5815631747245789,1.0
CL35,18000,0.5363181571786603,26.12060546875,0.9238387297128771,1.1041666666666667,0.0,0.0,0.0,0.7150296432276567,0.5824896097183228,1.0
CL35,20000,0.536410414458563,26.093912760416668,0.9227907083293575,1.1041666666666667,0.0,0.0,0.0,0.7137732487171888,0.588265985250473,1.0
CL35,22000,0.5367350755259395,26.171875,0.9240365001748403,1.1041666666666667,0.0,0.0,0.0,0.7143507932002345,0.5878373086452484,1.0
CL35,24000,0.5379507051159939,26.146484375,0.9234183717459227,1.1041666666666667,0.0,0.0,0.0,0.7146360784148177,0.5844305157661438,1.0
CL36,0,0.5472602248191833,26.2431640625,0.9210659629991463,1.125,0.0,0.0,0.0,0.7141642874727646,0.5881758630275726,1.0
CL36,2000,0.5286845338220397,26.639322916666668,0.923780621851999,1.1145833333333333,0.0,0.0,0.0,0.7080818833783269,0.5786704123020172,1.0
CL36,4000,0.5289584626443684,26.44140625,0.9197320247583831,1.1145833333333333,0.0,0.0,0.0,0.7124674577886859,0.5900812447071075,1.0
CL37,0,0.46463953074999154,25.886555989583332,0.8310820912121564,1.125,0.0,0.0,0.0,0.6732196708520254,0.5854183733463287,1.0
CL37,2000,0.4859475812409073,26.644368489583332,0.908476718504209,1.1041666666666667,0.0,0.0,0.0,0.7135585304349661,0.5749627947807312,1.0
CL37,4000,0.5061744091799483,26.3974609375,0.9171196254422727,1.1145833333333333,0.0,0.0,0.0,0.699689652149876,0.5673394203186035,1.0
CL37,6000,0.5155923801163832,26.480794270833332,0.9202251175116883,1.1458333333333333,0.0,0.0,0.0,0.7188291205093265,0.576848566532135,1.0
CL37,8000,0.5136679760180414,26.696940104166668,0.9224521232270009,1.125,0.0,0.0,0.0,0.7066927347332239,0.5682856440544128,1.0
CL37,10000,0.5203074021264911,26.484049479166668,0.9226670341974504,1.1145833333333333,0.0,0.0,0.0,0.7089986292024454,0.5697057247161865,1.0
CL37,12000,0.5300851130547622,26.4033203125,0.9242917853822107,1.0833333333333333,0.0,0.0,0.0,0.7107476800059279,0.5750426352024078,1.0
CL37,14000,0.5342662132655581,26.299153645833332,0.9237074305128798,1.0833333333333333,0.0,0.0,0.0,0.7021122643103203,0.5733433067798615,1.0
CL37,16000,0.5282412994032105,26.356282552083332,0.9272692361155664,1.1145833333333333,0.0,0.0,0.0,0.7099625018114845,0.5875222086906433,1.0
CL37,18000,0.5373426432100435,26.337565104166668,0.924831864453527,1.09375,0.0,0.0,0.0,0.7159410382931432,0.585584819316864,1.0
CL37,20000,0.5364500754512846,26.440266927083332,0.9245205403053728,1.1041666666666667,0.0,0.0,0.0,0.7214416805654764,0.598682701587677,1.0
CL37,22000,0.5356728131882846,26.326334635416668,0.925071182534379,1.1145833333333333,0.0,0.0,0.0,0.7162534308930238,0.5899778008460999,1.0
CL37,24000,0.5347662729521593,26.296875,0.925377721962685,1.09375,0.0,0.0,0.0,0.717710594025751,0.5894488394260406,1.0
